ec5	pdb	cathids	catalytic_cathids	unrelated?	number_unrelated_domains
5.3.4.1	2kp2	3.40.30.10	3.40.30.10	n	0
5.3.4.1	4gwr	3.40.30.10	3.40.30.10	n	0
5.3.4.1	3uvt	3.40.30.10	3.40.30.10	n	0
5.3.4.1	3idv	3.40.30.10;3.40.30.10	3.40.30.10	n	0
5.3.4.1	2h8l	3.40.30.10;3.40.30.10	3.40.30.10	n	0
5.3.4.1	1mek	3.40.30.10	3.40.30.10	n	0
5.3.4.1	4ju5	3.40.30.10;3.40.30.10	3.40.30.10	n	0
5.3.4.1	1g0t	3.10.450.70;3.40.30.10	3.40.30.10	n	0
5.3.4.1	1x5c	3.40.30.10	3.40.30.10	n	0
5.3.4.1	1x5d	3.40.30.10	3.40.30.10	n	0
5.3.4.1	1tjd	3.10.450.70;3.40.30.10	3.40.30.10	n	0
5.3.4.1	4ekz	3.40.30.10;3.40.30.10;3.40.30.10;3.40.30.10	3.40.30.10	n	0
5.3.4.1	3boa	3.40.30.10;3.40.30.10;3.40.30.10	3.40.30.10	n	0
5.3.4.1	3l9v	3.40.30.10	3.40.30.10	n	0
5.3.4.1	3bj5	3.40.30.10	3.40.30.10	n	0
5.3.4.1	3l9u	3.40.30.10	3.40.30.10	n	0
5.3.4.1	3l9s	3.40.30.10	3.40.30.10	n	0
5.3.4.1	3ed3	3.40.30.10	3.40.30.10	n	0
5.3.4.1	4el1	3.40.30.10;3.40.30.10;3.40.30.10;3.40.30.10	3.40.30.10	n	0
5.3.4.1	2djj	3.40.30.10	3.40.30.10	n	0
5.3.4.1	2djk	3.40.30.10	3.40.30.10	n	0
5.3.4.1	3vww	3.40.30.10	3.40.30.10	n	0
5.3.4.1	2bjx	3.40.30.10	3.40.30.10	n	0
5.3.4.1	3a3t	3.40.30.10	3.40.30.10	n	0
5.3.4.1	4gxz	3.40.30.10	3.40.30.10	n	0
5.3.4.1	4i6x	3.40.30.10	3.40.30.10	n	0
5.3.4.1	3ec3	3.40.30.10;3.40.30.10	3.40.30.10	n	0
5.3.4.1	1t3b	3.10.450.70;3.40.30.10	3.40.30.10	n	0
5.3.4.1	3w8j	3.40.30.10	3.40.30.10	n	0
5.3.4.1	1eej	3.10.450.70;3.40.30.10	3.40.30.10	n	0
5.3.4.1	2alb	3.40.30.10	3.40.30.10	n	0
5.3.4.1	3f8u	3.40.30.10;3.40.30.10;3.40.30.10;3.40.30.10	3.40.30.10	n	0
5.3.99.2	4os8	2.40.128.20	2.40.128.20	y	3
5.3.99.2	3ee2	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	3o22	2.40.128.20	2.40.128.20	y	3
5.3.99.2	4os3	2.40.128.20	2.40.128.20	y	3
5.3.99.2	4os0	2.40.128.20	2.40.128.20	y	3
5.3.99.2	1pd2	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	2cvd	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	2czu	2.40.128.20	2.40.128.20	y	3
5.3.99.2	2czt	2.40.128.20	2.40.128.20	y	3
5.3.99.2	3kxo	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	1v40	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	1iyi	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	1iyh	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	4ory	2.40.128.20	2.40.128.20	y	3
5.3.99.2	4imn	2.40.128.20	2.40.128.20	y	3
5.3.99.2	4imo	2.40.128.20	2.40.128.20	y	3
5.3.99.2	3o19	2.40.128.20	2.40.128.20	y	3
5.3.99.2	2wwp	2.40.128.20	2.40.128.20	y	3
5.3.99.2	4orr	2.40.128.20	2.40.128.20	y	3
5.3.99.2	3o2y	2.40.128.20	2.40.128.20	y	3
5.3.99.2	4edy	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	4edz	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	3vi5	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	4ee0	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	3vi7	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	2rq0	2.40.128.20	2.40.128.20	y	3
5.3.99.2	2ktd	2.40.128.20	2.40.128.20	y	3
5.3.99.2	4ec0	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	4oru	2.40.128.20	2.40.128.20	y	3
5.3.99.2	2e4j	2.40.128.20	2.40.128.20	y	3
5.3.99.2	4orw	2.40.128.20	2.40.128.20	y	3
5.3.99.2	2vcx	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	4ors	2.40.128.20	2.40.128.20	y	3
5.3.99.2	2vcz	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	2vd0	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	2vd1	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	2vcw	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	2vcq	3.40.30.10;1.20.1050.10	3.40.30.10;1.20.1050.10	y	3
5.3.99.2	4orx	2.40.128.20	2.40.128.20	y	3
5.3.99.3	4al1	1.20.120.550	1.20.120.550	y	3
5.3.99.3	4al0	1.20.120.550	1.20.120.550	y	3
5.3.99.3	4wab	1.20.120.550	1.20.120.550	y	3
5.3.99.3	1z9h	3.40.30.10	3.40.30.10	y	3
5.3.99.3	3dww	1.20.120.550	1.20.120.550	y	3
5.3.99.3	4bpm	1.20.120.550	1.20.120.550	y	3
5.3.99.3	1ejf	2.60.40.790	2.60.40.790	y	3
5.3.99.3	2pbj	3.40.30.10	3.40.30.10	y	3
5.3.99.4	3b6h	1.10.630.10	1.10.630.10	n	0
5.3.99.4	3b98	1.10.630.10	1.10.630.10	n	0
5.3.99.4	3b99	1.10.630.10	1.10.630.10	n	0
5.3.99.4	2iag	1.10.630.10	1.10.630.10	n	0
5.3.99.6	1zvc	2.40.480.10	2.40.480.10	n	0
5.3.99.6	2gin	2.40.480.10	2.40.480.10	n	0
5.3.99.6	1z8k	2.40.480.10	2.40.480.10	n	0
5.3.99.6	2q4i	2.40.480.10	2.40.480.10	n	0
5.3.99.6	2dio	2.40.480.10	2.40.480.10	n	0
5.3.99.6	2brj	2.40.480.10	2.40.480.10	n	0
5.3.99.10	1yad	3.20.20.70	3.20.20.70	n	0
5.3.99.10	3qh2	3.20.20.70	3.20.20.70	n	0
5.3.99.11	1i6n	3.20.20.150	3.20.20.150	n	0
5.3.99.11	1i60	3.20.20.150	3.20.20.150	n	0
5.4.1.2	4au1	3.40.50.10230	3.40.50.10230	n	0
5.4.1.2	4fdv	3.40.50.10230	3.40.50.10230	n	0
5.4.1.2	1v9c	3.40.50.10230	3.40.50.10230	n	0
5.4.1.2	1ou0	3.40.50.10230	3.40.50.10230	n	0
5.4.2.1	2p9f	3.40.50.1240	3.40.50.1240	y	3
5.4.2.1	1v37	3.40.50.1240	3.40.50.1240	y	3
5.4.2.1	2a6p	3.40.50.1240	3.40.50.1240	y	3
5.4.2.1	4my4	3.40.720.10;3.40.1450.10	3.40.720.10;3.40.1450.10	y	3
5.4.2.1	3eoz	3.40.50.1240	3.40.50.1240	y	3
5.4.2.1	3kkk	3.40.50.1240	3.40.50.1240	y	3
5.4.2.1	2rfl	3.40.50.1240	3.40.50.1240	y	3
5.4.2.1	3igy	3.40.720.10;3.40.1450.10	3.40.720.10;3.40.1450.10	y	3
5.4.2.1	3igz	3.40.720.10;3.40.1450.10	3.40.720.10;3.40.1450.10	y	3
5.4.2.1	3nvl	3.40.720.10;3.40.1450.10	3.40.720.10;3.40.1450.10	y	3
5.4.2.1	1v7q	3.40.50.1240	3.40.50.1240	y	3
5.4.2.2	2h4l	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	1kfi	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	1c4g	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	1jdy	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	2fkf	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	4mrq	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	2fkm	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	2f7l	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	3olp	3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	1kfq	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	1k35	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	1vkl	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	4il8	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	1pcj	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	1k2y	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	1p5d	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	1pcm	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	3bkq	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	3na5	3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	1lxt	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	2h5a	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	1p5g	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	4bnd	3.40.50.1000	3.40.50.1000	y	3
5.4.2.2	2fuv	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	1c47	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	3pmg	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	3c04	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.2	3rsm	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.3	2dkc	3.30.310.50	3.30.310.50	n	0
5.4.2.3	1wjw	3.30.310.50	3.30.310.50	n	0
5.4.2.3	2dka	3.30.310.50	3.30.310.50	n	0
5.4.2.3	4bju	3.30.310.50	3.30.310.50	n	0
5.4.2.3	2dkd	3.30.310.50	3.30.310.50	n	0
5.4.2.4	1yjx	3.40.50.1240	3.40.50.1240	n	0
5.4.2.4	4odi	3.40.50.1240	3.40.50.1240	n	0
5.4.2.4	2rfl	3.40.50.1240	3.40.50.1240	n	0
5.4.2.4	1yfk	3.40.50.1240	3.40.50.1240	n	0
5.4.2.4	4gpi	3.40.50.1240	3.40.50.1240	n	0
5.4.2.4	2f90	3.40.50.1240	3.40.50.1240	n	0
5.4.2.4	1t8p	3.40.50.1240	3.40.50.1240	n	0
5.4.2.4	2h4z	3.40.50.1240	3.40.50.1240	n	0
5.4.2.4	2h4x	3.40.50.1240	3.40.50.1240	n	0
5.4.2.4	2hhj	3.40.50.1240	3.40.50.1240	n	0
5.4.2.4	3nfy	3.40.50.1240	3.40.50.1240	n	0
5.4.2.4	2a9j	3.40.50.1240	3.40.50.1240	n	0
5.4.2.4	2h52	3.40.50.1240	3.40.50.1240	n	0
5.4.2.4	4gpz	3.40.50.1240	3.40.50.1240	n	0
5.4.2.6	2whe	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	3zi4	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	3nas	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	1z4o	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	1z4n	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	2wfa	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	4c4t	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	4c4s	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	1lvh	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	4gib	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	3fm9	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	1o08	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	4c4r	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	2wf9	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	2wf8	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	1zol	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	4g9b	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	1o03	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	2wf7	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	2wf6	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.6	2wf5	3.40.50.1000;1.10.150.240	3.40.50.1000;1.10.150.240	n	0
5.4.2.7	4lrb	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	4lrc	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	4lra	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	4lrf	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	4lrd	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	4lre	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	3un2	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	3un3	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	3un5	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	3m8y	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	3m8z	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	4n7t	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	3m8w	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	3m7v	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	3uo0	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	3ot9	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	3uny	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	3tx0	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	4lr7	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	4lr8	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	4lr9	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.7	3twz	3.40.720.10;3.30.70.1250	3.40.720.10;3.30.70.1250	n	0
5.4.2.8	2h4l	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	2fkf	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	4mrq	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	2fkm	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	2f7l	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	1k35	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	2amy	3.40.50.1000	3.40.50.1000	y	3
5.4.2.8	2i54	3.40.50.1000	3.40.50.1000	y	3
5.4.2.8	2i55	3.40.50.1000	3.40.50.1000	y	3
5.4.2.8	1pcj	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	2h5a	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	1k2y	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	1p5d	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	1p5g	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	3f9r	3.40.50.1000	3.40.50.1000	y	3
5.4.2.8	3bkq	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	2fuc	3.40.50.1000	3.40.50.1000	y	3
5.4.2.8	1pcm	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	2fue	3.40.50.1000	3.40.50.1000	y	3
5.4.2.8	4hjh	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	4il8	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	3c04	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	1wqa	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.8	2q4r	3.40.50.1000	3.40.50.1000	y	3
5.4.2.8	3rsm	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	y	3
5.4.2.9	1s2v	3.20.20.60	3.20.20.60	n	0
5.4.2.9	1s2w	3.20.20.60	3.20.20.60	n	0
5.4.2.9	1s2t	3.20.20.60	3.20.20.60	n	0
5.4.2.9	1s2u	3.20.20.60	3.20.20.60	n	0
5.4.2.9	1m1b	3.20.20.60	3.20.20.60	n	0
5.4.2.9	1pym	3.20.20.60	3.20.20.60	n	0
5.4.2.10	3i3w	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	n	0
5.4.2.10	3pdk	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	3.40.120.10;3.40.120.10;3.40.120.10;3.30.310.50	n	0
5.4.2.11	2h52	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	3ezn	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	4emb	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	1t8p	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	2h4z	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	2h4x	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	5pgm	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	3gw8	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	3lnt	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	1yfk	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	1rii	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	3nfy	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	“1e59”	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	“1e58”	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	2a9j	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	4pgm	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	1yjx	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	1qhf	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	2f90	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	1bq3	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	1bq4	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	2hhj	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	4gpz	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	1fzt	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	3gp3	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	4gpi	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	3gp5	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	4eo9	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	3fdz	3.40.50.1240	3.40.50.1240	n	0
5.4.2.11	3pgm	3.40.50.1240	3.40.50.1240	n	0
5.4.2.12	2ify	3.40.720.10;3.40.1450.10	3.40.720.10	n	0
5.4.2.12	1ejj	3.40.1450.10;3.40.720.10	3.40.720.10	n	0
5.4.2.12	1eqj	3.40.1450.10;3.40.720.10	3.40.720.10	n	0
5.4.2.12	1o99	3.40.1450.10;3.40.720.10	3.40.720.10	n	0
5.4.2.12	1o98	3.40.1450.10;3.40.720.10	3.40.720.10	n	0
5.4.2.12	2zkt	3.40.720.10	3.40.720.10	n	0
5.4.3.4	1xrs	3.20.20.440	3.20.20.440	n	0
5.4.3.5	3kp1	3.40.50.280	3.40.50.280	n	0
5.4.3.5	3koz	3.40.50.280	3.40.50.280	n	0
5.4.3.5	3koy	3.40.50.280	3.40.50.280	n	0
5.4.3.5	3kox	3.40.50.280	3.40.50.280	n	0
5.4.3.5	3kow	3.40.50.280	3.40.50.280	n	0
5.4.3.6	2rjr	1.10.275.10;1.20.200.10	1.10.275.10;1.20.200.10	n	0
5.4.3.6	2rjs	1.10.275.10;1.20.200.10	1.10.275.10;1.20.200.10	n	0
5.4.3.6	2qve	1.10.275.10;1.20.200.10	1.10.275.10;1.20.200.10	n	0
5.4.3.6	3kdy	1.10.275.10;1.20.200.10	1.10.275.10;1.20.200.10	n	0
5.4.3.6	3kdz	1.10.275.10;1.20.200.10	1.10.275.10;1.20.200.10	n	0
5.4.3.6	2ohy	1.10.275.10;1.20.200.10	1.10.275.10;1.20.200.10	n	0
5.4.3.8	2hoz	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	2hoy	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	4gsa	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	2gsa	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	3fqa	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	2hp2	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	2hp1	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	2zsm	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	2cfb	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	3usf	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	2zsl	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	3k28	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	3l44	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	“4e77”	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	2epj	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	3fq7	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	3fq8	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	3bs8	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	2e7u	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.8	3gsb	3.90.1150.10;3.40.640.10	3.90.1150.10;3.40.640.10	n	0
5.4.3.10	2yii	1.10.275.10;1.20.200.10;1.10.274.20	1.10.275.10;1.20.200.10;1.10.274.20	n	0
5.4.3.10	4c6g	1.10.275.10;1.20.200.10;1.10.274.20	1.10.275.10;1.20.200.10;1.10.274.20	n	0
5.4.3.10	4c5u	1.10.275.10;1.20.200.10;1.10.274.20	1.10.275.10;1.20.200.10;1.10.274.20	n	0
